item_id,quantity,price,last_updated
A270,89,,2023-01-01
A270,low,CALL,Pending
A270,,482.6,Pending
A270,OUT OF STOCK,,Pending
A270,OUT OF STOCK,,01/05/2023
A271,88,255.12,
A271,low,TBD,
A271,low,,Pending
A271,OUT OF STOCK,TBD,
A271,68,67.64,2023-01-01
A271,75,TBD,01/05/2023
A271,98,,Pending
A272,,412.44,2023.05.10
A272,OUT OF STOCK,247.44,
A273,34,TBD,
A273,OUT OF STOCK,TBD,01/05/2023
A273,low,139.32,
A273,,156.95,Pending
A273,low,90.85,01/05/2023
A273,,CALL,2023-01-01
A274,,364.2,2023-01-01
A274,low,CALL,2023.05.10
A274,low,,01/05/2023
A274,19,,2023-01-01
A274,OUT OF STOCK,CALL,
A274,55,TBD,01/05/2023
A274,,417.85,2023-01-01
A274,low,459.73,01/05/2023
A275,79,CALL,Pending
A275,53,,Pending
A275,low,407.6,2023-01-01
A275,,CALL,Pending
A275,24,CALL,Pending
A276,,TBD,01/05/2023
A276,low,TBD,01/05/2023
A276,low,,01/05/2023
A276,OUT OF STOCK,,2023-01-01
A277,OUT OF STOCK,TBD,01/05/2023
A277,OUT OF STOCK,CALL,
A277,OUT OF STOCK,,2023.05.10
A278,OUT OF STOCK,188.96,Pending
A278,low,,Pending
A278,,TBD,
A278,low,CALL,2023-01-01
A279,31,CALL,01/05/2023
A279,OUT OF STOCK,TBD,
A279,47,16.78,
A279,OUT OF STOCK,225.23,2023.05.10
A279,OUT OF STOCK,CALL,
A279,69,,2023.05.10
A279,,CALL,
A279,,,Pending
A279,14,,2023.05.10
A280,26,CALL,2023.05.10
A280,26,CALL,2023.05.10
A280,23,CALL,
A280,,,01/05/2023
A280,,,01/05/2023
A280,67,233.72,
A280,,5.66,2023.05.10
A281,low,474.87,Pending
A281,89,CALL,01/05/2023
A281,OUT OF STOCK,TBD,01/05/2023
A281,low,60.13,Pending
A282,OUT OF STOCK,,
A282,41,TBD,
A282,72,35.72,2023-01-01
A282,OUT OF STOCK,TBD,
A283,,CALL,2023.05.10
A283,OUT OF STOCK,TBD,01/05/2023
A283,low,TBD,2023-01-01
A283,,CALL,01/05/2023
A283,low,CALL,
A283,OUT OF STOCK,,2023.05.10
A283,low,258.51,2023-01-01
A283,,,2023.05.10
A283,low,CALL,2023.05.10
A283,,335.75,Pending
A283,,CALL,
A284,,184.74,01/05/2023
A284,low,CALL,Pending
A284,,CALL,2023-01-01
A284,low,CALL,2023-01-01
A284,32,,01/05/2023
A284,,,01/05/2023
A284,OUT OF STOCK,TBD,
A284,83,TBD,Pending
A285,low,CALL,01/05/2023
A285,low,,2023-01-01
A285,OUT OF STOCK,CALL,2023-01-01
A286,,TBD,2023.05.10
A286,,164.09,01/05/2023
A286,OUT OF STOCK,129.79,Pending
A287,OUT OF STOCK,TBD,Pending
A287,low,149.39,Pending
A287,OUT OF STOCK,TBD,01/05/2023
A287,52,CALL,
A287,OUT OF STOCK,,
A287,70,71.7,Pending
A287,OUT OF STOCK,164.94,
A287,low,409.42,01/05/2023
A287,14,49.16,Pending
A287,OUT OF STOCK,TBD,2023.05.10
A288,low,,2023.05.10
A288,low,310.63,
A288,,CALL,2023-01-01
A288,5,155.03,01/05/2023
A288,OUT OF STOCK,CALL,
A289,low,CALL,Pending
A289,OUT OF STOCK,430.29,2023.05.10
A289,OUT OF STOCK,CALL,01/05/2023
A289,31,CALL,01/05/2023
A289,,238.91,Pending
A290,low,,2023-01-01
A290,low,CALL,Pending
A290,,TBD,2023-01-01
A290,10,,2023-01-01
A291,OUT OF STOCK,,
A291,66,,2023-01-01
A291,,CALL,
A291,59,233.46,2023-01-01
A291,5,,01/05/2023
A291,low,TBD,2023-01-01
A292,OUT OF STOCK,,2023-01-01
A292,44,CALL,01/05/2023
A292,low,TBD,2023-01-01
A292,,,Pending
A293,,CALL,2023.05.10
A293,OUT OF STOCK,CALL,Pending
A293,57,TBD,2023-01-01
A294,,322.11,2023.05.10
A294,,,2023.05.10
A294,OUT OF STOCK,CALL,
A294,OUT OF STOCK,CALL,01/05/2023
A294,,CALL,01/05/2023
A294,OUT OF STOCK,,
A295,,182.1,
A295,OUT OF STOCK,,2023-01-01
A295,OUT OF STOCK,CALL,
A295,79,,Pending
A295,67,TBD,
A297,low,19.79,
A297,,,Pending
A297,OUT OF STOCK,TBD,01/05/2023
A297,18,CALL,2023-01-01
A297,low,TBD,2023-01-01
A297,32,294.89,
A298,47,231.7,
A298,OUT OF STOCK,CALL,
A299,OUT OF STOCK,CALL,01/05/2023
A299,13,,Pending
A299,OUT OF STOCK,CALL,Pending
A299,OUT OF STOCK,,01/05/2023
A299,low,CALL,Pending
A299,low,107.24,01/05/2023
A299,91,369.75,Pending
A299,OUT OF STOCK,495.25,
A300,,191.56,
A300,OUT OF STOCK,348.05,2023-01-01
A300,low,,01/05/2023
A300,,TBD,2023-01-01
A300,,,2023-01-01
A301,OUT OF STOCK,,2023.05.10
A301,48,471.47,
A301,OUT OF STOCK,288.39,
A301,OUT OF STOCK,,
A302,52,TBD,01/05/2023
A302,23,TBD,Pending
A302,OUT OF STOCK,CALL,Pending
A302,,449.94,Pending
A303,OUT OF STOCK,TBD,2023-01-01
A303,low,,2023-01-01
A303,OUT OF STOCK,TBD,2023.05.10
A303,,CALL,Pending
A304,,94.82,
A304,OUT OF STOCK,CALL,Pending
A304,,CALL,
A304,low,,Pending
A304,low,223.72,2023-01-01
A304,OUT OF STOCK,CALL,01/05/2023
A304,28,TBD,2023-01-01
A305,low,185.63,2023-01-01
A305,34,TBD,2023-01-01
A305,OUT OF STOCK,,01/05/2023
A305,OUT OF STOCK,24.57,
A306,OUT OF STOCK,CALL,2023.05.10
A306,88,,Pending
A306,72,TBD,2023.05.10
A306,,TBD,2023.05.10
A306,,CALL,2023.05.10
A307,low,CALL,
A307,OUT OF STOCK,TBD,Pending
A307,low,CALL,2023.05.10
A307,OUT OF STOCK,250.77,
A307,,,Pending
A307,OUT OF STOCK,TBD,2023-01-01
A307,,101.51,2023-01-01
A309,OUT OF STOCK,477.14,2023.05.10
A309,3,TBD,01/05/2023
A309,low,CALL,Pending
A309,OUT OF STOCK,365.49,2023-01-01
A309,OUT OF STOCK,TBD,2023.05.10
A310,,TBD,01/05/2023
A310,OUT OF STOCK,206.48,01/05/2023
A311,56,375.02,01/05/2023
A311,,179.76,
A311,60,,Pending
A311,34,TBD,
A311,OUT OF STOCK,CALL,
A311,low,,2023-01-01
A311,OUT OF STOCK,464.73,Pending
A311,8,CALL,
A311,9,TBD,01/05/2023
A312,low,TBD,
A312,low,488.86,2023.05.10
A312,,CALL,Pending
A312,low,392.57,2023.05.10
A312,low,486.95,01/05/2023
A312,,,2023-01-01
A312,92,TBD,2023.05.10
A313,low,TBD,2023.05.10
A313,low,TBD,2023-01-01
A313,OUT OF STOCK,,01/05/2023
A313,32,,2023.05.10
A313,78,CALL,
A313,12,TBD,2023-01-01
A313,OUT OF STOCK,351.85,Pending
A314,OUT OF STOCK,386.54,2023.05.10
A314,OUT OF STOCK,366.99,
A314,64,,01/05/2023
A314,,142.32,2023.05.10
A315,,485.18,
A315,36,,2023.05.10
A315,2,CALL,Pending
A316,58,350.4,
A316,,TBD,2023-01-01
A316,,385.71,
A316,OUT OF STOCK,220.71,Pending
A316,OUT OF STOCK,TBD,2023-01-01
A316,,413.78,2023.05.10
A316,,467.73,Pending
A316,76,,
A316,low,CALL,01/05/2023
A316,37,CALL,
A317,62,CALL,2023.05.10
A317,OUT OF STOCK,CALL,
A317,,442.92,
A317,low,254.14,2023.05.10
A317,,211.89,Pending
A317,,,2023-01-01
A318,OUT OF STOCK,,01/05/2023
A318,,279.53,2023.05.10
A318,93,,2023.05.10
A318,,45.52,01/05/2023
A318,,343.4,2023-01-01
A319,OUT OF STOCK,TBD,Pending
A319,43,249.11,2023.05.10
A319,,CALL,Pending
A319,OUT OF STOCK,TBD,01/05/2023
A319,OUT OF STOCK,CALL,2023.05.10
A319,67,TBD,2023-01-01
A319,low,,2023.05.10
A319,82,298.42,2023.05.10
A319,53,TBD,2023-01-01
A319,OUT OF STOCK,255.78,2023.05.10
A319,,TBD,01/05/2023
A319,,CALL,2023.05.10
A319,,,
A320,93,CALL,2023-01-01
A320,,TBD,01/05/2023
A320,84,,01/05/2023
A321,low,CALL,01/05/2023
A321,OUT OF STOCK,470.02,Pending
A321,24,169.73,Pending
A321,low,CALL,01/05/2023
A321,,CALL,2023.05.10
A321,low,TBD,
A322,low,TBD,2023-01-01
A322,OUT OF STOCK,CALL,2023-01-01
A322,low,CALL,Pending
A322,OUT OF STOCK,298.83,Pending
A322,low,CALL,2023.05.10
A322,,CALL,01/05/2023
A322,,TBD,
A323,,,2023.05.10
A323,,,2023.05.10
A323,,,2023-01-01
A323,OUT OF STOCK,,
A323,low,CALL,01/05/2023
A323,,TBD,01/05/2023
A323,OUT OF STOCK,387.42,01/05/2023
A323,low,465.41,01/05/2023
A323,,,2023-01-01
A323,low,CALL,2023-01-01
A324,59,TBD,2023.05.10
A324,13,TBD,2023-01-01
A324,,402.33,2023.05.10
A325,low,,2023.05.10
A325,9,CALL,01/05/2023
A325,low,321.17,2023.05.10
A325,,TBD,01/05/2023
A325,low,CALL,2023.05.10
A325,OUT OF STOCK,CALL,01/05/2023
A325,42,TBD,Pending
A326,low,CALL,Pending
A326,low,TBD,2023.05.10
A326,67,TBD,2023-01-01
A326,OUT OF STOCK,,01/05/2023
A326,83,27.21,
A326,OUT OF STOCK,,Pending
A327,low,CALL,Pending
A327,low,CALL,01/05/2023
A327,55,165.3,2023.05.10
A327,low,93.66,2023.05.10
A328,low,368.5,Pending
A328,low,TBD,01/05/2023
A328,low,CALL,Pending
A328,low,CALL,2023.05.10
A328,OUT OF STOCK,,2023.05.10
A328,,,Pending
A328,OUT OF STOCK,277.12,
A328,OUT OF STOCK,428.16,Pending
A328,low,CALL,01/05/2023
A328,,,Pending
A328,low,CALL,01/05/2023
A328,OUT OF STOCK,47.69,01/05/2023
A328,,223.83,2023-01-01
A329,low,,2023.05.10
A329,85,,
A329,low,191.1,Pending
A329,low,,2023.05.10
A329,68,TBD,Pending
A329,OUT OF STOCK,CALL,2023-01-01
A329,OUT OF STOCK,CALL,
A330,low,TBD,
A330,24,TBD,Pending
A330,OUT OF STOCK,,01/05/2023
A331,low,CALL,Pending
A331,low,CALL,
A331,low,CALL,Pending
A331,OUT OF STOCK,CALL,01/05/2023
A331,low,TBD,2023.05.10
A332,,,
A332,OUT OF STOCK,466.41,2023.05.10
A332,low,318.65,01/05/2023
A332,,CALL,Pending
A332,100,,Pending
A333,low,CALL,2023.05.10
A333,,TBD,01/05/2023
A333,,TBD,2023.05.10
A333,OUT OF STOCK,,
A333,low,,2023-01-01
A334,OUT OF STOCK,CALL,01/05/2023
A334,75,CALL,2023-01-01
A334,41,TBD,01/05/2023
A334,low,,2023-01-01
A334,23,CALL,2023-01-01
A334,OUT OF STOCK,,Pending
A334,,TBD,01/05/2023
A335,OUT OF STOCK,439.4,Pending
A335,96,CALL,2023-01-01
A335,50,CALL,01/05/2023
A335,,428.6,
A335,low,TBD,2023-01-01
A335,,407.79,01/05/2023
A336,17,CALL,2023.05.10
A336,low,342.42,01/05/2023
A336,low,CALL,2023-01-01
A336,,168.06,Pending
A336,low,CALL,2023.05.10
A337,low,,01/05/2023
A337,OUT OF STOCK,TBD,2023.05.10
A337,,,2023-01-01
A337,low,260.87,
A337,,CALL,Pending
A337,,115.09,2023-01-01
A337,1,TBD,01/05/2023
A337,low,260.87,
A338,low,CALL,01/05/2023
A338,low,TBD,2023-01-01
A338,4,,
A338,OUT OF STOCK,CALL,2023.05.10
A338,2,,2023.05.10
A339,36,CALL,2023-01-01
A339,,TBD,01/05/2023
A339,low,453.76,Pending
A339,50,312.92,2023.05.10
A340,low,,
A340,23,,2023-01-01
A340,low,CALL,2023-01-01
A340,,,Pending
A340,61,TBD,
A341,low,364.74,
A341,OUT OF STOCK,CALL,2023-01-01
A342,,,2023.05.10
A342,low,,2023-01-01
A343,low,TBD,Pending
A343,low,CALL,
A343,89,,2023.05.10
A343,,CALL,2023.05.10
A343,OUT OF STOCK,,2023-01-01
A343,,TBD,2023-01-01
A344,,315.59,2023.05.10
A344,44,7.43,
A344,83,,2023-01-01
A344,,CALL,
A344,low,TBD,2023.05.10
A344,,TBD,Pending
A344,,TBD,Pending
A344,59,350.94,
A345,,TBD,2023-01-01
A345,OUT OF STOCK,TBD,2023.05.10
A345,,TBD,Pending
A345,,,Pending
A345,low,122.14,
A345,13,TBD,
A346,,462.03,2023.05.10
A346,OUT OF STOCK,161.21,01/05/2023
A346,low,TBD,Pending
A346,low,,Pending
A346,9,418.95,01/05/2023
A346,OUT OF STOCK,TBD,2023.05.10
A346,OUT OF STOCK,TBD,Pending
A346,55,,
A347,,TBD,2023.05.10
A347,low,,2023-01-01
A347,OUT OF STOCK,TBD,2023.05.10
A348,low,,
A348,OUT OF STOCK,TBD,01/05/2023
A349,45,TBD,2023.05.10
A349,,CALL,2023-01-01
A349,OUT OF STOCK,315.59,01/05/2023
A349,OUT OF STOCK,TBD,01/05/2023
A349,44,CALL,2023-01-01
A350,54,64.22,01/05/2023
A350,,,2023-01-01
A350,low,TBD,2023.05.10
A351,78,CALL,01/05/2023
A351,low,TBD,
A351,OUT OF STOCK,CALL,
A351,OUT OF STOCK,,2023-01-01
A352,46,TBD,2023-01-01
A352,,TBD,2023-01-01
A352,,TBD,Pending
A352,low,7.66,2023.05.10
A352,13,CALL,Pending
A353,,428.41,Pending
A353,OUT OF STOCK,CALL,01/05/2023
A353,low,499.79,
A353,,107.95,01/05/2023
A354,55,,Pending
A354,97,CALL,01/05/2023
A354,20,TBD,Pending
A354,OUT OF STOCK,TBD,2023.05.10
A355,OUT OF STOCK,432.66,2023-01-01
A355,,461.77,Pending
A355,low,TBD,2023.05.10
A355,,TBD,Pending
A355,,338.95,Pending
A356,71,,01/05/2023
A356,OUT OF STOCK,251.02,
A356,OUT OF STOCK,176.63,Pending
A356,,TBD,2023-01-01
A356,27,43.46,2023-01-01
A356,low,CALL,2023.05.10
A357,OUT OF STOCK,251.43,
A357,10,,Pending
A358,,CALL,01/05/2023
A358,OUT OF STOCK,TBD,2023-01-01
A358,OUT OF STOCK,129.61,2023.05.10
A358,low,CALL,
A358,OUT OF STOCK,338.07,Pending
A358,,TBD,
A358,low,482.37,
A358,low,CALL,01/05/2023
A358,23,207.93,2023.05.10
A359,low,82.48,01/05/2023
A359,low,250.34,2023-01-01
A359,OUT OF STOCK,69.56,
A359,OUT OF STOCK,CALL,
A359,14,TBD,Pending
A359,low,,2023-01-01
A359,OUT OF STOCK,TBD,Pending
A359,OUT OF STOCK,TBD,2023-01-01
A360,OUT OF STOCK,439.54,2023.05.10
A360,OUT OF STOCK,TBD,Pending
A360,low,TBD,2023.05.10
A360,1,,Pending
A360,,,2023.05.10
A361,41,CALL,2023.05.10
A361,37,CALL,
A361,,TBD,2023-01-01
A361,low,42.66,2023.05.10
A361,low,TBD,01/05/2023
A361,98,CALL,2023.05.10
A362,low,,2023.05.10
A362,58,,Pending
A362,,,01/05/2023
A362,low,,2023-01-01
A362,68,CALL,Pending
A362,,181.16,2023.05.10
A363,29,TBD,Pending
A363,,CALL,2023-01-01
A363,43,,Pending
A364,OUT OF STOCK,TBD,Pending
A364,OUT OF STOCK,194.69,2023.05.10
A364,low,66.7,2023-01-01
A364,,374.21,01/05/2023
A364,30,TBD,Pending
A364,OUT OF STOCK,316.12,2023-01-01
A364,53,,2023-01-01
A364,,TBD,01/05/2023
A365,OUT OF STOCK,CALL,
A365,low,400.46,2023-01-01
A365,low,,2023.05.10
A365,OUT OF STOCK,,01/05/2023
A366,46,248.63,2023-01-01
A366,77,,Pending
A366,OUT OF STOCK,,01/05/2023
A367,57,354.57,2023.05.10
A367,97,227.15,01/05/2023
A367,OUT OF STOCK,,
A367,100,414.7,2023-01-01
A367,low,,2023-01-01
A368,OUT OF STOCK,TBD,Pending
A368,OUT OF STOCK,160.48,
A368,,,01/05/2023
A368,OUT OF STOCK,TBD,Pending
A369,OUT OF STOCK,,01/05/2023
A369,low,TBD,Pending
A369,,,Pending
A369,41,499.73,Pending
A369,,CALL,2023.05.10
A369,,62.73,2023-01-01
A369,low,,01/05/2023
A369,,267.93,
A370,OUT OF STOCK,CALL,Pending
A370,OUT OF STOCK,TBD,2023-01-01
A370,42,CALL,2023-01-01
A370,27,,
A370,OUT OF STOCK,CALL,2023.05.10
A371,96,TBD,2023-01-01
A371,76,,2023.05.10
A371,53,214.48,
A371,low,CALL,Pending
A371,100,TBD,
A371,,,Pending
A372,low,TBD,
A372,,,01/05/2023
A372,OUT OF STOCK,451.16,2023.05.10
A372,,370.53,Pending
A372,81,170.54,2023-01-01
A373,21,287.9,01/05/2023
A373,,195.51,01/05/2023
A373,28,CALL,
A373,low,278.1,
A373,OUT OF STOCK,,01/05/2023
A373,low,TBD,2023-01-01
A373,low,CALL,2023.05.10
A373,,CALL,2023-01-01
A373,OUT OF STOCK,197.42,2023-01-01
A374,OUT OF STOCK,TBD,2023.05.10
A374,,,01/05/2023
A374,OUT OF STOCK,CALL,Pending
A374,78,TBD,
A374,low,CALL,2023.05.10
A374,,CALL,2023-01-01
A375,,TBD,2023.05.10
A375,low,TBD,Pending
A375,low,106.16,01/05/2023
A375,OUT OF STOCK,,01/05/2023
A375,,335.34,2023.05.10
A375,78,CALL,2023.05.10
A375,low,CALL,Pending
A375,OUT OF STOCK,CALL,2023-01-01
A375,,75.36,
A376,low,,2023-01-01
A376,42,CALL,01/05/2023
A376,low,194.19,2023.05.10
A376,56,CALL,Pending
A376,34,TBD,01/05/2023
A376,,TBD,01/05/2023
A376,12,438.9,01/05/2023
A377,OUT OF STOCK,TBD,
A377,10,CALL,Pending
A377,,CALL,01/05/2023
A377,OUT OF STOCK,TBD,
A377,OUT OF STOCK,,Pending
A378,low,,2023.05.10
A378,OUT OF STOCK,CALL,01/05/2023
A378,OUT OF STOCK,CALL,2023.05.10
A378,43,TBD,2023-01-01
A378,low,,2023-01-01
A378,,CALL,01/05/2023
A378,67,,
A379,OUT OF STOCK,,2023-01-01
A379,,TBD,2023.05.10
A379,low,,2023-01-01
A379,,TBD,Pending
A379,39,CALL,Pending
A379,3,TBD,01/05/2023
A379,,TBD,
A379,50,,Pending
A379,OUT OF STOCK,,2023-01-01
A379,,CALL,2023.05.10
A380,OUT OF STOCK,CALL,01/05/2023
A380,51,TBD,2023.05.10
A380,OUT OF STOCK,157.87,Pending
A380,OUT OF STOCK,CALL,2023-01-01
A380,low,,
A380,low,417.29,Pending
A381,85,TBD,Pending
A381,OUT OF STOCK,TBD,
A381,76,,Pending
A381,OUT OF STOCK,TBD,Pending
A381,4,194.37,2023-01-01
A381,OUT OF STOCK,,2023-01-01
A383,OUT OF STOCK,CALL,01/05/2023
A383,,,2023-01-01
A383,6,,01/05/2023
A383,52,,2023.05.10
A383,OUT OF STOCK,138.59,
A383,18,245.27,Pending
A384,OUT OF STOCK,TBD,Pending
A384,91,CALL,01/05/2023
A384,OUT OF STOCK,CALL,2023-01-01
A384,,CALL,Pending
A384,84,TBD,2023.05.10
A384,,TBD,
A385,46,CALL,01/05/2023
A385,,TBD,01/05/2023
A385,low,,2023-01-01
A386,4,,2023-01-01
A386,55,,
A386,100,,Pending
A386,,374.85,
A386,,,01/05/2023
A387,low,TBD,
A387,low,410.75,01/05/2023
A387,60,TBD,
A387,19,TBD,Pending
A388,OUT OF STOCK,CALL,2023.05.10
A388,OUT OF STOCK,,2023.05.10
A388,,CALL,
A388,,,2023.05.10
A388,,CALL,2023.05.10
A388,,CALL,01/05/2023
A388,OUT OF STOCK,TBD,
A388,low,TBD,
A388,OUT OF STOCK,CALL,2023-01-01
A389,OUT OF STOCK,CALL,
A389,low,TBD,Pending
A389,OUT OF STOCK,CALL,
A390,OUT OF STOCK,,2023.05.10
A390,41,,Pending
A391,93,,2023.05.10
A391,low,CALL,2023.05.10
A391,OUT OF STOCK,,2023-01-01
A392,11,,01/05/2023
A392,37,326.59,
A392,low,CALL,2023-01-01
A393,low,,
A393,,,01/05/2023
A393,low,91.5,2023.05.10
A393,OUT OF STOCK,TBD,Pending
A393,57,443.44,01/05/2023
A393,,CALL,2023-01-01
A393,,,Pending
A393,,CALL,2023-01-01
A394,54,TBD,Pending
A394,OUT OF STOCK,TBD,01/05/2023
A394,low,259.96,Pending
A394,low,319.29,2023.05.10
A394,OUT OF STOCK,,
A394,40,TBD,Pending
A395,,TBD,01/05/2023
A395,OUT OF STOCK,,2023.05.10
A395,,TBD,01/05/2023
A395,,TBD,01/05/2023
A395,low,TBD,01/05/2023
A395,OUT OF STOCK,CALL,01/05/2023
A395,40,TBD,
A395,low,473.27,2023-01-01
A395,OUT OF STOCK,TBD,2023-01-01
A395,17,TBD,
A396,OUT OF STOCK,TBD,Pending
A396,,TBD,Pending
A396,OUT OF STOCK,251.4,
A396,33,93.68,
A397,79,CALL,01/05/2023
A397,,TBD,01/05/2023
A397,low,CALL,2023.05.10
A397,low,CALL,2023.05.10
A397,,173.26,
A398,OUT OF STOCK,70.28,01/05/2023
A398,34,TBD,2023-01-01
A398,OUT OF STOCK,CALL,
A399,,215.91,
A399,low,428.18,Pending
A399,11,,
A399,25,CALL,
A399,2,CALL,Pending
A399,,,01/05/2023
A400,low,303.05,Pending
A400,OUT OF STOCK,,2023.05.10
A400,OUT OF STOCK,,2023.05.10
A400,OUT OF STOCK,,
A400,OUT OF STOCK,CALL,
A400,74,,2023.05.10
A401,OUT OF STOCK,CALL,2023-01-01
A401,OUT OF STOCK,TBD,
A401,low,CALL,Pending
A401,low,90.16,Pending
A401,OUT OF STOCK,TBD,Pending
A401,,CALL,
A401,,TBD,
A402,,171.4,2023-01-01
A402,,379.1,
A402,OUT OF STOCK,223.87,2023.05.10
A402,21,,Pending
A402,OUT OF STOCK,45.94,
A402,,CALL,2023-01-01
A403,OUT OF STOCK,CALL,Pending
A403,OUT OF STOCK,,2023.05.10
A403,100,CALL,
A403,32,CALL,2023.05.10
A403,81,,2023-01-01
A403,OUT OF STOCK,,2023.05.10
A404,low,,
A404,low,TBD,2023.05.10
A404,69,TBD,
A404,OUT OF STOCK,,01/05/2023
A404,OUT OF STOCK,TBD,2023.05.10
A404,low,,01/05/2023
A404,OUT OF STOCK,CALL,Pending
A404,,CALL,2023.05.10
A404,low,,Pending
A404,70,CALL,2023.05.10
A405,OUT OF STOCK,CALL,
A405,OUT OF STOCK,391.16,2023-01-01
A405,low,TBD,Pending
A405,OUT OF STOCK,9.61,01/05/2023
A405,,,2023-01-01
A405,low,,01/05/2023
A406,,CALL,2023-01-01
A406,,CALL,
A406,low,TBD,2023.05.10
A406,,83.93,
A406,OUT OF STOCK,CALL,2023-01-01
A406,10,CALL,2023.05.10
A406,76,,Pending
A406,,CALL,01/05/2023
A406,low,447.3,Pending
A406,7,249.11,2023-01-01
A407,,CALL,2023.05.10
A407,,451.26,
A407,low,,2023.05.10
A407,OUT OF STOCK,CALL,01/05/2023
A407,low,287.34,01/05/2023
A407,,319.33,2023.05.10
A408,75,,2023.05.10
A408,OUT OF STOCK,,
A408,38,,Pending
A408,OUT OF STOCK,TBD,01/05/2023
A408,OUT OF STOCK,314.94,
A408,,409.25,Pending
A408,86,,2023-01-01
A409,,424.06,2023-01-01
A409,6,304.24,01/05/2023
A409,OUT OF STOCK,,2023-01-01
A409,17,189.53,Pending
A410,25,,2023.05.10
A410,OUT OF STOCK,CALL,2023.05.10
A410,,,2023-01-01
A410,low,TBD,2023.05.10
A411,low,,
A411,29,53.16,2023-01-01
A411,,252.21,
A411,OUT OF STOCK,482.86,2023-01-01
A412,33,232.36,2023.05.10
A412,,,01/05/2023
A412,OUT OF STOCK,,2023.05.10
A412,OUT OF STOCK,TBD,2023.05.10
A413,31,,Pending
A413,low,TBD,2023-01-01
A413,OUT OF STOCK,239.58,Pending
A413,OUT OF STOCK,,2023.05.10
A413,,TBD,2023-01-01
A414,,TBD,
A414,OUT OF STOCK,CALL,Pending
A414,,CALL,01/05/2023
A414,OUT OF STOCK,TBD,01/05/2023
A415,,497.79,2023-01-01
A415,,TBD,01/05/2023
A415,,497.79,2023-01-01
A415,,TBD,2023-01-01
A415,low,CALL,
A415,OUT OF STOCK,,01/05/2023
A416,low,CALL,2023.05.10
A416,OUT OF STOCK,CALL,2023.05.10
A416,OUT OF STOCK,TBD,2023-01-01
A416,34,,
A416,57,304.21,Pending
A416,OUT OF STOCK,142.76,2023-01-01
A416,OUT OF STOCK,167.31,Pending
A417,OUT OF STOCK,,2023-01-01
A417,OUT OF STOCK,,2023.05.10
A417,,264.7,2023-01-01
A417,,,
A417,OUT OF STOCK,CALL,
A417,low,448.61,2023-01-01
A418,low,207.38,Pending
A418,OUT OF STOCK,,2023-01-01
A418,25,CALL,2023-01-01
A418,low,TBD,2023.05.10
A419,43,350.76,
A419,low,TBD,Pending
A419,,TBD,
A419,,248.92,2023.05.10
A419,20,TBD,2023-01-01
A419,,TBD,
A419,35,CALL,
A420,,,2023.05.10
A420,OUT OF STOCK,TBD,2023.05.10
A420,low,TBD,2023.05.10
A421,OUT OF STOCK,,Pending
A421,,TBD,01/05/2023
A421,51,CALL,Pending
A421,OUT OF STOCK,437.62,Pending
A421,10,,
A421,,TBD,2023.05.10
A421,low,CALL,Pending
A421,low,,
A422,low,TBD,2023-01-01
A422,15,307.11,2023-01-01
A422,40,TBD,2023-01-01
A422,,,2023.05.10
A422,72,,01/05/2023
A422,low,,2023.05.10
A422,OUT OF STOCK,371.3,2023.05.10
A422,low,,
A423,OUT OF STOCK,TBD,2023.05.10
A423,75,TBD,2023.05.10
A423,OUT OF STOCK,246.43,01/05/2023
A423,24,91.05,Pending
A423,,TBD,Pending
A423,50,TBD,2023.05.10
A423,OUT OF STOCK,TBD,2023-01-01
A423,OUT OF STOCK,TBD,
A423,71,TBD,
A424,,,Pending
A424,,,
A424,low,CALL,2023.05.10
A424,,TBD,2023.05.10
A424,low,,Pending
A424,,363.16,2023.05.10
A425,low,,
A425,23,,01/05/2023
A425,,TBD,2023.05.10
A425,OUT OF STOCK,,
A425,OUT OF STOCK,TBD,
A425,19,49.2,2023-01-01
A426,,29.23,2023-01-01
A426,73,CALL,2023-01-01
A426,low,CALL,01/05/2023
A426,OUT OF STOCK,CALL,2023-01-01
A426,OUT OF STOCK,82.84,2023-01-01
A426,,TBD,01/05/2023
A427,OUT OF STOCK,434.31,2023.05.10
A427,13,TBD,01/05/2023
A427,OUT OF STOCK,TBD,01/05/2023
A427,72,,01/05/2023
A428,OUT OF STOCK,CALL,2023.05.10
A428,,CALL,2023.05.10
A428,low,TBD,2023.05.10
A429,,CALL,
A429,OUT OF STOCK,116.68,01/05/2023
A429,37,TBD,2023.05.10
A430,OUT OF STOCK,,Pending
A430,,325.22,2023-01-01
A430,66,,2023-01-01
A430,100,CALL,2023.05.10
A430,OUT OF STOCK,177.88,Pending
A430,OUT OF STOCK,TBD,2023-01-01
A430,8,,Pending
A430,low,TBD,01/05/2023
A430,21,,01/05/2023
A431,72,TBD,01/05/2023
A431,79,58.06,
A431,,TBD,2023.05.10
A432,80,,
A432,low,CALL,
A432,,TBD,01/05/2023
A432,18,34.61,2023-01-01
A434,OUT OF STOCK,,01/05/2023
A434,OUT OF STOCK,TBD,
A434,,,01/05/2023
A435,low,CALL,2023.05.10
A435,low,TBD,2023-01-01
A435,,411.65,Pending
A435,OUT OF STOCK,94.27,01/05/2023
A435,83,379.23,01/05/2023
A436,,191.8,
A436,,,2023-01-01
A436,63,CALL,2023-01-01
A436,OUT OF STOCK,CALL,2023-01-01
A436,,,2023-01-01
A437,OUT OF STOCK,,01/05/2023
